0.0004,61.8497880527224
0.0008,59.1816792883341
0.0012,58.666672383401
0.0016,58.6816916733478
0.0024,59.3663274102432
0.004,60.6596009870777
0.0064,62.429273692992
0.01,66.4807099452623
0.016,73.8988490701237
0.0252,85.2779495647832
0.04,107.85984260035
0.0632,142.332274514251
0.1004,179.004362365944
0.1592,202.430578565008
0.2524,212.580304914614
0.4,214.039429454606
0.634,213.086799968573
1.0048,208.811361966425
1.5924,208.216430341825
2.524,206.558476079453
4,206.466876997275
6.3396,205.024417892112
10.0476,206.04088998297
15.9244,205.567059225759
25.2384,205.266901904304
40,206.02535423995
63.3956,206.469239367589
